Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity
2010-04-19,1.187,0.116,241.26,4.963
2010-04-20,1.273,0.122,240.777,5.331
2010-04-21,1.097,0.11,241.93,4.556
2010-04-22,1.015,0.13,240.746,4.266
2010-04-23,0.82,0.123,241.613,3.435
2010-04-24,1.054,0.213,241.516,4.585
2010-04-25,1.071,0.166,240.662,4.522
2010-04-26,0.752,0.116,241.231,3.169
2010-04-27,0.869,0.113,242.076,3.616
2010-04-28,0.603,0.127,242.52,2.551
2010-04-29,0.766,0.121,242.279,3.196
2010-04-30,0.777,0.145,241.818,3.323
2010-05-01,1.542,0.103,244.521,6.347
2010-05-02,1.458,0.099,241.941,6.075
2010-05-03,0.787,0.094,243.486,3.266
2010-05-04,0.777,0.115,243.655,3.269
2010-05-05,1.254,0.09,236.106,5.365
2010-05-06,1.396,0.204,241.1,6.095
2010-05-07,0.774,0.162,241.183,3.331
2010-05-08,0.37,0.121,241.859,1.635
2010-05-09,0.919,0.13,242.141,3.964
2010-05-10,1.288,0.148,239.919,5.422
2010-05-11,1.206,0.125,243.775,5.053
2010-05-13,1.079,0.107,242.959,4.478
2010-05-14,1.196,0.111,242.067,4.982
2010-05-15,1.351,0.162,242.103,5.709
2010-05-16,1.459,0.114,240.974,6.154
2010-05-17,1.131,0.102,241.36,4.723
2010-05-18,0.987,0.104,241.521,4.118
2010-05-19,0.991,0.105,241.601,4.176
2010-05-20,0.801,0.097,242.451,3.355
2010-05-21,0.899,0.116,241.759,3.798
2010-05-22,1.455,0.148,239.553,6.157
2010-05-23,1.033,0.176,240.69,4.398
2010-05-24,0.931,0.158,241.035,3.971
2010-05-25,0.832,0.142,240.263,3.591
2010-05-26,0.964,0.168,239.543,4.185
2010-05-27,0.919,0.136,239.921,3.911
2010-05-28,0.971,0.113,240.04,4.099
2010-05-29,1.423,0.143,240.202,6.041
2010-05-30,1.157,0.123,240.467,4.902
2010-05-31,0.931,0.101,240.69,3.973
2010-06-01,1.234,0.106,245.235,5.112
2010-06-02,1.884,0.206,241.092,7.933
2010-06-03,0.552,0.097,243.031,2.307
2010-06-04,1.268,0.118,242.744,5.259
2010-06-05,0.902,0.082,235.989,3.822
2010-06-06,1.213,0.202,241.422,5.288
2010-06-07,0.699,0.134,240.53,3.006
2010-06-08,0.364,0.114,240.953,1.604
2010-06-09,0.988,0.112,241.842,4.207
2010-06-10,0.914,0.098,241.276,3.816
2010-06-11,1.254,0.135,238.43,5.345
2010-06-13,1.163,0.176,241.203,5.06
2010-06-14,0.846,0.124,241.617,3.614
2010-06-15,0.85,0.124,240.903,3.623
2010-06-16,1.228,0.127,240.751,5.184
2010-06-17,0.714,0.117,240.427,3.051
2010-06-18,0.925,0.119,240.523,3.946
2010-06-19,0.983,0.146,241.704,4.214
2010-06-20,1.161,0.1,240.308,4.924
2010-06-21,1.153,0.118,240.954,4.948
2010-06-22,1.056,0.145,240.685,4.582
2010-06-23,1.001,0.206,239.999,4.383
2010-06-24,0.761,0.16,240.809,3.275
2010-06-25,0.763,0.152,240.531,3.321
2010-06-26,0.682,0.205,241.495,3.003
2010-06-27,0.792,0.212,239.947,3.485
2010-06-28,1.022,0.195,240.429,4.372
2010-06-29,0.95,0.224,240.34,4.162
2010-06-30,0.961,0.166,240.611,4.094
2010-07-01,1.229,0.08,244.909,5.07
2010-07-02,1.129,0.113,242.684,4.727
2010-07-03,0.953,0.093,243.552,3.967
2010-07-04,1.109,0.128,241.831,4.645
2010-07-05,1.142,0.101,237.496,4.816
2010-07-06,0.703,0.128,242.331,3.033
2010-07-07,0.58,0.146,240.657,2.547
2010-07-08,0.366,0.117,241.325,1.618
2010-07-09,1.008,0.117,241.275,4.307
2010-07-10,1.257,0.125,241.605,5.288
2010-07-11,1.162,0.122,238.436,4.966
2010-07-13,0.96,0.2,240.495,4.24
2010-07-14,0.979,0.173,240.342,4.261
2010-07-15,1.135,0.134,240.37,4.787
2010-07-16,0.569,0.137,241.154,2.487
2010-07-17,0.56,0.126,241.184,2.424
2010-07-18,0.564,0.118,241.45,2.418
2010-07-19,0.556,0.134,241.85,2.395
2010-07-20,0.594,0.152,241.649,2.568
2010-07-21,0.739,0.17,241.721,3.205
2010-07-22,0.809,0.216,241.19,3.501
2010-07-23,0.817,0.198,239.883,3.523
2010-07-24,0.64,0.199,240.297,2.786
2010-07-25,0.785,0.179,240.279,3.369
2010-07-26,0.614,0.124,240.938,2.658
2010-07-27,0.661,0.121,239.63,2.827
2010-07-28,0.599,0.127,240.306,2.583
2010-07-29,0.381,0.123,240.385,1.69
2010-07-30,0.383,0.12,240.049,1.695
2010-07-31,0.385,0.126,239.681,1.716
2010-08-01,1.248,0.111,244.405,5.151
2010-08-02,1.793,0.097,241.997,7.408
2010-08-03,1.776,0.175,243.775,7.424
2010-08-04,1.145,0.115,241.995,4.759
2010-08-05,1.065,0.12,241.897,4.485
2010-08-06,0.946,0.138,241.077,4.034
2010-08-07,0.842,0.171,240.304,3.629
2010-08-08,0.367,0.117,240.734,1.623
2010-08-09,0.905,0.119,240.984,3.872
2010-08-10,1.049,0.139,240.982,4.433
2010-08-11,1.268,0.101,237.743,5.373
2010-08-13,0.371,0.115,240.991,1.635
2010-08-14,0.385,0.111,241.166,1.683
2010-08-15,0.733,0.144,241.687,3.161
2010-08-16,0.785,0.128,241.077,3.417
2010-08-17,0.775,0.11,240.992,3.293
2010-08-22,0.614,0.162,242.665,2.707
2010-08-23,0.532,0.144,242.045,2.328
2010-08-24,0.502,0.122,241.608,2.255
2010-08-25,0.681,0.112,241.116,2.945
2010-08-26,0.526,0.124,241.814,2.301
2010-08-27,1.41,0.211,240.859,5.994
2010-08-28,1.002,0.165,242.566,4.282
2010-08-29,1.159,0.133,241.008,4.938
2010-08-30,1.038,0.125,241.374,4.383
2010-08-31,0.948,0.117,241.192,4.103
2010-09-01,1.623,0.138,243.87,6.733
2010-09-02,1.681,0.097,243.15,6.92
2010-09-03,1.222,0.117,243.528,5.081
2010-09-04,0.856,0.113,242.583,3.571
2010-09-05,1.088,0.143,241.401,4.638
2010-09-06,1.066,0.127,241.187,4.545
2010-09-07,0.752,0.218,240.793,3.323
2010-09-08,0.372,0.119,241.069,1.638
2010-09-09,0.86,0.117,240.603,3.702
2010-09-10,1.119,0.176,240.198,4.741
2010-09-11,1.404,0.107,237.788,5.986
2010-09-13,0.747,0.132,241.155,3.241
2010-09-14,0.994,0.137,240.941,4.237
2010-09-15,0.685,0.152,241.297,2.953
2010-09-16,0.93,0.119,240.412,3.934
2010-09-17,1.04,0.137,240.815,4.428
2010-09-18,0.867,0.112,241.559,3.662
2010-09-19,0.639,0.102,241.711,2.712
2010-09-20,1.169,0.136,241.494,4.986
2010-09-21,0.772,0.125,240.919,3.312
2010-09-22,1.049,0.131,240.655,4.468
2010-09-23,1.007,0.115,240.724,4.228
2010-09-24,0.922,0.129,240.589,3.924
2010-09-25,0.449,0.121,240.775,1.942
2010-09-28,1.639,0.09,240.246,6.852
2010-09-29,1.17,0.097,241.223,4.879
2010-09-30,0.867,0.106,242.308,3.604
2010-10-01,1.742,0.158,243.841,7.226
2010-10-02,1.351,0.098,242.45,5.609
2010-10-03,1.266,0.09,243.566,5.197
2010-10-04,0.827,0.125,241.283,3.486
2010-10-05,1.019,0.1,240.998,4.26
2010-10-06,0.844,0.12,241.694,3.592
2010-10-07,0.802,0.195,240.063,3.51
2010-10-08,0.378,0.126,241.955,1.665
2010-10-09,0.922,0.139,241.818,3.922
2010-10-10,1.388,0.227,240.342,5.918
2010-10-11,1.352,0.107,239.085,5.717
2010-10-13,1.44,0.12,240.799,6.016
2010-10-14,1.483,0.15,240.903,6.261
2010-10-15,1.109,0.14,240.795,4.688
2010-10-16,0.694,0.117,241.917,2.936
2010-10-17,0.727,0.129,242.276,3.064
2010-10-18,1.885,0.181,241.816,7.903
2010-10-19,1.337,0.152,241.913,5.653
2010-10-20,1.2,0.113,242.248,5.034
2010-10-21,0.941,0.126,243.472,3.947
2010-10-22,1.159,0.103,242.798,4.783
2010-10-23,1.593,0.148,242.244,6.69
2010-10-24,1.661,0.187,243.022,6.971
2010-10-25,0.808,0.111,242.406,3.392
2010-10-26,0.657,0.12,244.891,2.75
2010-10-27,0.875,0.107,246.109,3.623
2010-10-28,1.016,0.13,246.254,4.2
2010-10-29,0.836,0.136,245.743,3.512
2010-10-30,1.495,0.136,243.267,6.229
2010-10-31,1.025,0.145,245.495,4.235
2010-11-01,1.055,0.108,246.069,4.335
2010-11-02,0.951,0.086,244.512,3.907
2010-11-03,1.355,0.106,242.681,5.639
2010-11-04,1.114,0.122,241.492,4.736
2010-11-05,1.091,0.106,242.383,4.544
2010-11-06,1.021,0.152,241.453,4.412
2010-11-07,0.829,0.21,239.774,3.648
2010-11-08,0.376,0.122,240.543,1.672
2010-11-09,1.016,0.164,241.671,4.312
2010-11-10,1.127,0.186,239.926,4.82
2010-11-11,1.232,0.106,238.729,5.256
2010-11-13,1.405,0.113,239.333,5.92
2010-11-14,1.416,0.141,239.28,6.032
2010-11-15,1.213,0.088,239.549,5.126
2010-11-16,1.048,0.093,241.198,4.404
2010-11-17,1.099,0.099,241.452,4.631
2010-11-18,1.147,0.143,241.017,4.877
2010-11-19,1.091,0.085,240.047,4.578
2010-11-20,1.526,0.107,240.608,6.472
2010-11-21,0.626,0.083,241.18,2.638
2010-11-22,1.418,0.099,240.197,6.014
2010-11-23,1.096,0.095,240.576,4.674
2010-11-24,1.247,0.092,240.031,5.25
2010-11-25,0.994,0.081,241.536,4.169
2010-11-26,1.178,0.096,240.291,4.956
2010-12-01,1.436,0.148,244.251,5.976
2010-12-02,1.315,0.092,243.626,5.408
2010-12-03,1.143,0.103,243.014,4.722
2010-12-04,1.0,0.11,242.006,4.164
2010-12-05,1.413,0.111,241.717,5.89
2010-12-06,1.371,0.189,240.354,5.848
2010-12-07,0.771,0.199,240.219,3.397
2010-12-08,0.368,0.117,240.795,1.624
2010-12-09,1.12,0.14,241.62,4.756
2010-12-10,1.097,0.118,240.261,4.681
2010-12-11,1.276,0.105,238.838,5.435
